*blank-answer--------   5321 #001    N  10001     2     D DDEDEAAABDEBDABAEECDBBCDCAEDDDBDAAEEAABBCEDBDEACEEDCCDDEBD
720000006001020918001   5321 #001    N  25710     2     EABCBEDDCCEDCDCBDCDABCBEBDBDCBDCCDDDABDEDBDCCBCECCAADAEADBCA
720000006001020918001   5321 #001    N  25710     3     DEAEDCCEEBBDBDBBABCEABAAEBDEDCBEEAACEBAD
720000006001020918001   5321 #001    N  25712     5     ADADAEBEBACDBBEAADCEACDABABEEBCBEAACAACBEDEEDDECCBDCDEEBEDACEBBCBAEDAEEDECAEEACDCECDACAEADCDACADDCAC
720000006001020918001   5321 #001    N  25712     1     BAAEDECEAAEADAADDCCBDBCEBDBABAEBAADCAEBEEEDDADBEDDAEDBAAEEEEDBAADDACDCEEACEDDEAAADEAADAECBDEECABADEA
720000006001020918001   5321 #001    N  22802     2     BEADBBABCACBECEBACCABADBDDEDBBAAAADEEEEAABDDDEBCBECAACCAAECB
720000006001020918001   5321 #001    N  22802     4     EBEDABCCCBEAEEBEDDCEADAEEDAECECBAEECCBDDCBAABDEAEEDEDCAEBDAD
720000006001020918001   5321 #001    N  12301     3     BCCEDABBDECAADABDECBDCBBCBBACCEDCABEEEEC
720000006001020918001   5321 #001    N  12301     5     AEECDAADDDABAACACEDDDAEDDEBEEBBBEBBCBCAEBDEDAABBACCBACEEABBDEADBCAEDEEAAEBACBABDEBEDEAEADABDCDDACEDB
720000006001020918001   5321 #001    N  12312     3     EACECBEBBEEAAADBCEDBABBDCCCADADBECABBBDE
720000006001020918001   5321 #001    N  12312     1     ABBDCBCDEBDCCBDEECABACDEDABACAADDCCCEAADBDDBAECAEECBDCEECBAEAECDBDEECABDBCCACBCCCAEDCCCADDCEBEAEBEDC
720000006001020918001   5321 #001    N  12201     2     EECCBDACCECAEBEBBBBBBBEDEBCDEACAADBBECADABDBBABCDDDBEDCABBCD
720000006001020918001   5321 #001    N  12201     4     EEDADBCBCBECEDCDEECBECADAECEDDCAEBCADACCBBBEDCADDAEDABBDCDBA
720000006001020918001   5321 #001    N  34111     5     EDDDAACAEEBAEEDADCBABDABBBEDEEDDAEBEBBBDBDBBDCECACDEBAAEEDBCEBDBEBEEDDEDEBCCBEEAEECEEECBDEBDEECBAAAE
720000006001020918001   5321 #001    N  34111     1     DECCDCADECDCBCADBBEBAADEBEECDDDEADEBCDECDCBDBDCACCDEEDDEEAAEACBCADCEEDEEACBDBACADDBBCDEDABEACDDACACC
720000006001020918001   5321 #001    N  34110     2     EEEBBCCEECCCBAAEEDBEAEADBEDEDCBBBCEDABECBABBCDBEEAEDECAEBABA
720000006001020918001   5321 #001    N  34110     4     DBABCDCBCDAABADCEBEBBDBDBBEEBAEBCEEDCEABACBDABBAEEBCBADBEBDB
720000006001020918001   5321 #001    N  32607     5     ABCAEEBDCEADDDBEECDBBEBDBDCEEDBEBDCCCCDEEBDBDBBCBABCACEEDDBABAABBEDCAAEABCCBBCECDBCECDADABEAAAAADCDA
720000006001020918001   5321 #001    N  32607     2     CCABCECEACDECCBECCDAAAAEBBADCDBABEBBCACBDEBCACBEDDEEACEABADD
720000006001020918001   5321 #001    N  21604     3     DEEBACABCBABDCDAEDDEDEEEAEBAAEAEBEEDBEAA
720000006001020918001   5321 #001    N  21604     2     AEDBEEEDEEBEDCEBDBCEDCEEEBDABEBDDDACBBEACECABAEBECACEDBDDEED
720000006001020918001   5321 #001    N  21610     1     CADACADCCADDCCCCEEBECADDDDEECBDCCDDBEACEBCCDBDEAEEACADDBDADEABAAAADEBCACCCAECBDEECBDBBDDBBDECADBDECB
720000006001020918001   5321 #001    N  21610     5     EBACAAAAEABECBDDEEACECECDDDADBADAAAABDACDCEACBAADADECCCCBCDBEDECDAEBECAAECDEAADBBEBDAACAEACBBBECCCEB
720000006001020918001   5321 #001    N  21406     2     BCDEBBBBDCAADEBBAADEDBDCCBEEBBACDEAEEDBEEEBDCEAACBBEDEEBACDA
720000006001020918001   5321 #001    N  21406     1     DADBEECBAEDADBCCDBBEABAACADEACEDCDCEBDBAACDACDCECEBEEDCBBBBBBACACACABBEBBACBBBEAECBCAEAEECDEBDDCBAAA
720000006001020918001   5321 #001    N  21403     2     AEBDBDBBECEDDAEDEABCCBCDEDDAEDECDBBDADBACEEEBCCACACECEABECDB
720000006001020918001   5321 #001    N  21403     5     EABCAECEDCDADEAEECACADCDCCEECCEBCCEDCECBAAEAEBCEBCDDDADEEAAEDBEADCBDDBEBBDDCDEBBCBDABECBDCBDEEECCEEC
720000006001020918001   5321 #001    N  21412     2     BADECDBCBEDDDBCDEEAAAAEACBABDCAEBBDCBEBBDECDADABEACBDEAAECDD
720000006001020918001   5321 #001    N  21412     4     BAABBCBCDBEBCADDADBCACCCACDDBDCDDBCCECDCEEEEBAADCEADDADAEDCE
720000006001020918001   5321 #001    N  21409     2     ADBABCEBEDBCDEDACEBDBEECEBAADDCDDAACABCEDEDEBBDBBCAEDBADBCCA
720000006001020918001   5321 #001    N  21409     4     ECECCDCCABCCABBEBBCABBEDEAEEECBCCDCECEDCDECEEEBBDADDBABBEEDB
720000006001020918001   5321 #001    N  27605     2     CBCDECDBEAAAABDDDBCABBEECCBCDDAAABAACCAAEADECEAAECDEDABACDCA
720000006001020918001   5321 #001    N  27605     4     BDBCDBEBABBBDCDEBAEEACDEBCDDDEACBAEECCCCCAECABADDEBCCBACAABD
720000006001020918001   5321 #001    N  27602     2     CDBBDCDDDABACADDEBCBDDDCDBCBDEAEBBABCECEADCBABDEABAEEBEBACAE
720000006001020918001   5321 #001    N  27602     1     BDCEDCADCABEBCEDCBEADBAEDAACDABEEDCBDACCBDBBADBDEEDABDECABAEBCBCDAAABDDBDDBCEBAEBBCEDACBEBABCEECDEDD
720000006001020918001   5321 #001    N  34004     3     BAAEDEEEDCBDDABDAAEEDCABCAAECBDCADADDBEB
720000006001020918001   5321 #001    N  34004     5     BBDEDBAAEECCBCEAABABCCEBCDBBDBBBDDDABBCDCBDEDDDDBDBADBDCBCDBCBAECCEADABCBACDDAACCEBDECBBEBBABDEADEAA
720000006001020918001   5321 #001    N  34011     3     ABAEAADDDBAEDCCAABBBEBDDACCBBDBDDEACACEB
720000006001020918001   5321 #001    N  34011     1     CCABABBBCCEAEEBEDBAECEBBAAEBDDCEAABCDABACBACABACEDCDBADBCBEDEBBCDCBDACCACBDDCBDCECECAEBBEDCEEDBEDCAB
720000006001020918001   5321 #001    N  22807     2     DDEDECCBDCBDDEDBDDBDBDEDCACBACBBEEEBCCDADDEDCBEBAADDEAEEADBA
720000006001020918001   5321 #001    N  22807     1     CAAEDCECEACBBDAEECAACEDDAEABACDDEEEBBDCCEBBBCDCADEACCCCECCCCDBBBABCEBAEDCBDAACDBEAABDBADCDDBBBCAADAA
720000006001020918001   5321 #001    N  17209     2     BEBECAACCBBCBCAECCDDDACBCCCACCBDCDDBCBADCABDBEBEECDBCBACABAE
720000006001020918001   5321 #001    N  17209     4     AAACEDAEEEAAAADBAEBCCEBCACBCECCBCDDECBDCDEDABBABDEDDBBDAADDC
720000006001020918001   5321 #001    N  29603     3     DDBAEECAEEDCBDEBCBDABCCCCACEDDAABCEBBEED
720000006001020918001   5321 #001    N  29603     1     EEBDEACBDBABECAABCDDEABCDCEEBEDBADBACBAEAABABCABACAEAAAECCEDACAEDBDCBBCBBACACEEABCEAAEACCCECEAAACDEB
720000006001020918001   5321 #001    N  31705     5     AAEBCABCCADBCDABCAEBEABBCDDCDCDEAEDAEBCEEBDEEABBEBEECEECBAADEBDDDEAAEBAEAEEEBCDACDACCCAEACEAADEDABDC
720000006001020918001   5321 #001    N  31705     2     ECEAEADCEBEEBEBEBBBABABACDDAABECDEBABADDDEBADCACACCBCDEADADC
720000006001020918001   5321 #001    N  31701     4     DAEEDDEBBDCAADEBAAADABDDEABDADCCDACABBCEADBABCCCDDDEEBCDCDCC
720000006001020918001   5321 #001    N  31701     3     EDEBBBEEABDDDEABACCDDBECBCCACAECBADAACCE
720000006001020918001   5321 #001    N  32609     1     EDEDEABDCAECCBECAAADCEADDBCDBABABBCCDCECEDECBCABDCCBDBADDDBACDAAABDEADEEECAEDCDACDACCCAEACEAADEDABDC
720000006001020918001   5321 #001    N  32609     2     EEBCABAEBAADECEEACBCBADCACAEBCADBCBBECDAAEBBAECDCACBEDDCCDEC
720000006001020918001   5321 #001    N  26203     2     CDDEEEAACEADDBAEBDECABEAEABDAAAECCAEECBAADDABEADEBBDCCDCDBDC
720000006001020918001   5321 #001    N  26203     4     EBCCCBCABCABDABBABEEBCABEECAEDACCBEEACBBCCECECCDDCCDCDEADADB
720000006001020918001   5321 #001    N  26207     2     AEBBBCCCDBABCAEADCCAEECBEDDECECBAAACEDEBDADAABEBBCEDAAADEDBE
720000006001020918001   5321 #001    N  26207     4     CDEEAECBBAABBDCDAEEDCBDBADCBEBAEDDEDEEDEBDADDCEACAECDEEBCDDB
720000006001020918001   5321 #001    N  21407     2     DDDDEDCAEAABCDBDCACDCEDAEDADEDEBDDBBEEEAEDCAEACCAEDEBCBACBCD
720000006001020918001   5321 #001    N  21407     3     CADCBDDBDCCBEBACBBEDABDDCBCBDDCACEBDEBEE
720000006001020918001   5321 #001    N  27607     1     ECCBADEABAAEEAECBBDEBADEABEEBDCAEBBAACBCACDAEBAEBCEAEECDBEEEBBEACBEEACECEBCAEAADECBDEDCECBEEEBEDEABC
720000006001020918001   5321 #001    N  27607     5     AACBBDDCEAEAABCCCBDAAADDAEDCACBCBEDBEEDDDADAADEECBBEBAADDBBADECADACDABDAEDEBCCBBEBECDBBBCCAEBBBABEAD
720000006001020918001   5321 #001    N  29307     2     BACAABCCADAEBEABCBABAACCEBEEEEBCDACDCECEBBBCBBCADAEECCCDBEBA
720000006001020918001   5321 #001    N  29307     4     DEECAEBDDDEEDEAEBBBAEAADBCEBADAEBCDECCCECCBCCEBADEACEDDDACBA
720000006001020918001   5321 #001    N  15204     5     CEDAAEEBBEAADCACABEEEBEDEBBDEEADCDBDAECBBECEBCEACEDDADCABBCAAEBAABEBAEACCDDAEBACCDBBEBCECCBAEAEBBBCA
720000006001020918001   5321 #001    N  15204     1     AEEBDDCDEADADCBDAAEACAECCADDABBEAAEDBDBEBCAABADDCEBEBBEDDDCAADCACBCDADECAADCEDEEDBAAEBEBACBAEDADEACA
720000006001020918001   5321 #001    N  34409     5     AAECDCBEAABEAEABCDCECAEDDCACEECCCAAADCADEDBACDEDDDCBCCDEAAEDCEECABEDAADACCEBBEBCCCABEDCABBBCBBCBDBBE
720000006001020918001   5321 #001    N  34409     3     CCDDDADDBABDEAEDAEEAAECDCDDBADECEAADEBDE
720000006001020918001   5321 #001    N  24304     1     ECDBBCCBEEDEBCCBABADDCCDCBAABDDBBCCBCAEDEDCBCAAAAABDBAABDBECDDABAADADCDAEEDCCEEABBDEBAEECBAEBDAEBEDB
720000006001020918001   5321 #001    N  24304     3     CDDAEBBADBABDABEBBBECDDABEBDCCDDABAADCEA
720000006001020918001   5321 #001    N  25304     1     ECADBAACCCADEBAEDBCDABBBBBDAEEEBACABBCDDAEDCBDEADDDBBBEBBAABEBDCDDEEAAEDABDADBDCACCCCACCDEBBACCAEEEC
720000006001020918001   5321 #001    N  25304     2     DCABDEBEBACDBACBBCEBEDDEDBDDDCCBBDBBDCACEADEBDDCCBABECCEDECA
720000006001020918001   5321 #001    N  18509     3     CEDCDAACDABDEEDBDEEDDBEAEBCEADEEDDEEDDCE
720000006001020918001   5321 #001    N  18509     1     DECDCCCCDBECBEEABEACAADBDDABEDCBCDADABCCCAAABECACBDEDABBEBCCCEEADADDBDBCABDEACDCEEEAAEEDECBBDCEAACEA
720000006001020918001   5321 #001    N  21411     2     EDADDDCEACECCABCCEEBDAAADBBADADEEEBBEBDCBBBBBBDEDABCEDBBBABC
720000006001020918001   5321 #001    N  21411     5     DBEDEDCACDCEAEEEBECBCBDAECDBDCBBEAADEACADECDDCBDADBDCCACECEEACAECBADADBDCDBBBEDDADEBBBBBDABDCEEEBCEA
720000006001020918001   5321 #001    N  39307     3     BCCACEEAACBDCABBACCEABBBDDABABABEDECBECA
720000006001020918001   5321 #001    N  39307     2     ECEABCABCDACABACBEACDDCEBEBDDDCCBDCBCDCBACECEEBACDCCACDAACAA
720000006001020918001   5321 #001    N  29302     3     BEDBEDABEECDECABCAEDBCEBCAACEBDBDCAAABBE
720000006001020918001   5321 #001    N  29302     2     BCADECECEEEBDABDABAEAEBCECBAAEDEDEADCEBDEBADDDAAAAAEDBAACCDE
720000006001020918001   5321 #001    N  27609     3     BBDECCBDDBEABCAECCBCBDCACBEBEBEDAAABCBEA
720000006001020918001   5321 #001    N  27609     1     BAEBEBDDCEDEEDBEDACEACBBEEAEACDACAACBEDECDDADCEBBBABCCEEEBBECDEEBAAABADBCADCEDAAEEDEADCDBDCCAECDEEEA
720000006001020918001   5321 #001    N  15206     2     BEBDBAEEBCEDDADDCCBCECDBBADDDEBDBDBACBCABAAEAEBEEBABDEEDDBAB
720000006001020918001   5321 #001    N  15206     5     CBBACDBEEDBCBCBBECBBEBDDBEECAACEBDEACDDEDBCCDEEDEADEBDCCDDBBBAEAEDCACAEBBAAABADDCDBDAABCCECAEDDCDDAE
720000006001020918001   5321 #001    N  25701     1     DCECCABEAEBCBAAEBBDADACCEDDEBADDAAADDEDBECCDADEEDADECADADACDCCBCDEAECDACCAAEEEBDEBADDABBEEBAEBECADDA
720000006001020918001   5321 #001    N  25701     5     CACCABEBABABAABBDBDEEECDEBCBCCDAEDCADAEEDADADABCBABBBDBCDDBCCDCEECEEEBCBCEBEEDCEEABAACEBBBCAAEBEEDBC
720000006001020918001   5321 #001    N  32003     3     DEEABDDACEABDCBCCDDBDBAEAEABCECCDCCBABDB
720000006001020918001   5321 #001    N  32003     1     CDEBEEDEDBCEADCDEDEACCDDACECACCCBDCEAAEACBDADECBECBCCBABDCECECEBEADBBBCDDABBCBCABDCADEDEDDCECBDEBCBC
720000006001020918001   5321 #001    N  15201     3     DECAECCABDDADDADCDBEDECEDCBAEADCEEDEBEBE
720000006001020918001   5321 #001    N  15201     2     DDBCEABCAAACBDDBCBEABCEBDEABCAAEACDDAAAECBDEAADDABBABBCCDAAB
720000006001020918001   5321 #001    N  18506     5     DDDBDDBEDEDDDEDEDABAEAACCDCBAEEDABABDBDAEAECEDCABDDBEDDBCCABDECCCAEBCCBEACABADDCCADBEECCBCEDCDCEEDCA
720000006001020918001   5321 #001    N  18506     2     AECCBCEDAEBDDBABACAEBCECDBCDEDDCBBCCDCCCEBDADCEBECEAACBABBCD
720000006001020918001   5321 #001    N  12206     1     DEEABAEDBDACDDECECDDBABABBEAEBACADEBCCDCABDEABBBDBADDAADDBDDCEAADBDCDBAEBCAEABEBAECCAEEBEEECAEDEACBE
720000006001020918001   5321 #001    N  12206     2     ECBABDDBECCBBEEBEDADCEDCECBECEEBECAECDAABEDDBAAACEADBDACCDDB
720000006001020918001   5321 #001    N  34104     2     BAAEEDEADEECDCDCEEADAEBBDDDDEADEABCACCCABADCBBDBDDCCEABEEDDD
720000006001020918001   5321 #001    N  34104     4     CCBEAADDECDDBEDECAABDEBDBECDCAADDDACADEDEEDAACCBACCEADCBAECE
720000006001020918001   5321 #001    N  34102     2     EDADADDBCAEDBDCDABBABDDBAEBDACEDACCAAAACADDBEABECAAEBEAEEDAC
720000006001020918001   5321 #001    N  34102     1     DACEBBCECAEEDCCABDADEEADCBCBCBCEDBEECAEABCCECBBCCAEBDABAEACBDEADEABDDBABAADBACCBAACAEDDECBADDADDEEAC
720000006001020918001   5321 #001    N  21603     3     DCABCCEBDBACCEDDEBBDEDAEACDCAADCDDDACCAA
720000006001020918001   5321 #001    N  21603     2     CBAEDBAACEABAEEEBCDCBBBDDADBDADBEEEBDEADCBDEAADDABBABBCCDAAB
720000006001020918001   5321 #001    N  34606     3     ACBBBCCDCBEDAACCDAAEDBEBDEACEDCBEEEEEADA
720000006001020918001   5321 #001    N  34606     1     BDECAADEDABBACDDBCBDCADCEBBAACCDCCABEDBDACAEECACDBDEBBDDDAAEACACCDDDDEBBEDBECDAADAEBDACBBDBDBBDCDDED
720000006001020918001   5321 #001    N  21605     5     ECCCEEADCCDEBBABAAEBDEADACABDEDEECDCCEBBDEDABDAABEDDACBECEDBAADDCBEECDBABABCDDDBEBCAEECAEDEAADAAEEDD
720000006001020918001   5321 #001    N  21605     3     DDEEDCCDEAAAACCEAEBACDCDBDCCBBAABABEABBA
720000006001020918001   5321 #001    N  21404     1     CCCBACADBEDADDAAEBDADDDBCDCBEDACABDEDDABEADDBBAACCAECADCDBCCCCDDEEDCBBDAEADCDDAEEABEDBCDABAEAAEDDBEC
720000006001020918001   5321 #001    N  21404     5     ADCBEBACEDEADDECAEAAAEEDBBBCAEDEEACEEEABCEACDACBADDAAEBDEEBCBEEDDDBADCCEEDDDDEDDBBBEAEBACBCCABEAECBC
720000006001020918001   5321 #001    N  21405     1     ABEBADCACAABCBDDCAAECAEAAAACBCAABCADDDCDCDDAACECEEBCBDDCDBBCADEBDDAAEBACBEBCEBAECEBEDBEBCBDDADBDADBE
720000006001020918001   5321 #001    N  21405     5     BEBBCEBBBCADBEABEBBBCADABDACAEDDEEBBEBDDDAEDDAACADABCCCBABEDBAACDDEBCBEAEAEEBBAEDECDACCDDDEDCDCDDACE
720000006001020918001   5321 #001    N  21408     1     AEECEEDADCABDDBEAACCEDEEBEBAEECBDCCDCCBBCAACEBBAEEDAEDBEBCBBBBECADDDDBABDAACEDCBEABBBBCBDEACCADDADCB
720000006001020918001   5321 #001    N  21408     2     ADEACBCEBEBBACDBCDABAADABCAEBACEBBDDBADDDBEDAABDECCABACCCDDE
720000006001020918001   5321 #001    N  33406     3     CABAECBAAEABCDBBAADEDCBACBADEEACAEBCBCCA
720000006001020918001   5321 #001    N  33406     1     EBACCBEBCCDDACBCCDBEEDBEEDBBEBEDBEDDCADADCBDDCCBDEADBDCDEBDBCDBDADEBCCAAAEBAEACABCECEECBAAAACDCECAEE
720000006001020918001   5321 #001    N  27604     2     EAAEDEEEBECDDEDDEBEBDCEBEDACACDDCDCBCBAAEDCADDDBBDCECBBCBCCB
720000006001020918001   5321 #001    N  27604     3     EEEDCBDBAEBACCAACDECCEEADDEDBBCAABDEAAEA
720000006001020918001   5321 #001    N  27601     2     DDACCEADBBDABABEBCCAAEAABCCCECCAEACDEDEACCCBAEBCBBEEDBBAAECB
720000006001020918001   5321 #001    N  27601     4     BDABBEEDCEDADCBDDDCDEDDCEDBDCECCCAADCBACEDCDBEDDDECECDCACBBA
720000006001020918001   5321 #001    N  34012     1     CBCABADCAACEDDBCABDECCBEEDBCBCBDDECAAAABEBDDBDBCCBAEABDDACEDCBCCCDCEEEAABECBBACBCBCBEAEEECEEECEABEED
720000006001020918001   5321 #001    N  34012     5     DCCEEEBEACCEAEBDEEADBADBAAAABBDCBBBDDEDABCDEBDBCDDBCAACAEECDDCBEABAAEECCABADDABEDDDECCBBBEABCBACECCA
720000006001020918001   5321 #001    N  26209     2     ADDAAEABAEADCEDEBBCABEEBBAECDCCBBBACBDBAEBABDBDABEEDACEBBBBE
720000006001020918001   5321 #001    N  26209     1     DBCEBECCDBBBDCACADABDCCEBEBAAEDABEDEDEDABBADBBBABAAECAADECBABCECCDCCCDCAEEEEAEEBCDCDADDECBAAAADAEACA
720000006001020918001   5321 #001    N  17202     1     CBCCDEDBEDADEEDBDDDABBBBEBECBBECDACDAEEDCCEDCBEABAAECBCBBCCADABEDBABABDDABAAEEEBCDCDADDECBAAAADAEACA
720000006001020918001   5321 #001    N  17202     2     DAABEDECBBBEBDCECDACECBEEBACBCCEBBACBBACCAACDBEAACCAEABEEEBA
720000006001020918001   5321 #001    N  17212     1     BCDEBACACCAEDDBBBDBEDAEBBDAAADEDACADBDBDDECEDEBEDBDAADACDECCBCDBDCECADBCECCDDACBBEBEDEAEEDDEBBACCADA
720000006001020918001   5321 #001    N  17212     2     CAABEECBBBDDDCDCAAABBCEEECABBBCDBAEEAEBDADAEAECCBBADCEDDEBBE
720000006001020918001   5321 #001    N  18004     2     ADAEECDDDCCDADEECEBCCEEBBCCEDECEBECCECEBCADAABACCEDAAADAABAA
720000006001020918001   5321 #001    N  18004     5     CBDDDAADCCABBEADDBDBEBCBCEEBACDEBBCDECACBBBDBACCDEECEACECAABCDEDCCCCEABBEDBEEBEADAEEABCCBAECCCCDBDDE
720000006001020918001   5321 #001    N  31709     2     DBBCBECABCEECBCDAABEEEAABDCACCCCCCEBAACDAEAEDCDBDADBCBDDBDBD
720000006001020918001   5321 #001    N  31709     3     AAECDABEECDDDCDCBAAABEAEDBEAACCDDCDCACDE
